E. I. N.,Name,In Care of Name,Address,City,State,Zip Code,Asset Amount,Income Amount,Form 990 Revenue Amount
660219034,ROTARY INTERNATIONAL                                                  ,                                   ,PO BOX 352                         ,SAN GERMAN            ,PR,00683-0352,             ,             ,             
660550405,RYDER ASSISTED CARE III INC                                           ,% SANTURNINO PENA-FLORES           ,PO BOX 859                         ,HUMACAO               ,PR,00792-0859,"$1,660,295.00","$213,142.00","$213,142.00"
660537553,RYDER ASSISTED CARE INC                                               ,% SATURNINO PENA FLORES            ,PO BOX 859                         ,HUMACAO               ,PR,00792-0859,"$2,186,854.00","$318,639.00","$318,639.00"
660548321,RYDER ASSISTED CARE NUMBER II INC                                     ,                                   ,PO BOX 859                         ,HUMACAO               ,PR,00792-0859,"$1,742,364.00","$198,180.00","$198,180.00"
660407821,RYDER HEALTH PLAN INC                                                 ,% CALLE FONT MARTELO               ,353 AVE FONT MARTELO STE 1         ,HUMACAO               ,PR,00791-3225,"$1,530,714.00","$2,611,199.00","$2,611,199.00"
660706107,RYDER HOME FOR THE ELDERLY INC                                        ,% JOSE O ORTIZGARCIA               ,PO BOX 859                         ,HUMACAO               ,PR,00792-0859,"$1,314,021.00","$650,843.00","$650,843.00"
660258919,RYDER MEMORIAL HOSPITAL INC                                           ,                                   ,PO BOX 859                         ,HUMACAO               ,PR,00792-0859,"$53,329,475.00","$60,563,002.00","$60,563,002.00"
660550404,RYDER VILLAGE II INC                                                  ,% SANTURNINO PENA-FLORES           ,PO BOX 859                         ,HUMACAO               ,PR,00792-0859,"$2,852,570.00","$321,834.00","$321,834.00"
660537554,RYDER VILLAGE INC                                                     ,% SATURNINO PENA FLORES            ,PO BOX 859                         ,HUMACAO               ,PR,00792-0859,"$2,159,037.00","$316,003.00","$316,003.00"
660710881,S G A R C O N S INC                                                   ,% FRANCISCO UFRET                  ,URB NUEVA SALAMANCA 56 MALAGA ST   ,SAN GERMAN            ,PR,00683-0000,$0.00,$0.00,$0.00
660744022,SABANA GRANDE COMMUNITY AND ECONOMIC DEVELOPMENT SACED CORP           ,% GRAZIANO MALDONADO               ,PO BOX 1119                        ,SABANA GRANDE         ,PR,00637-1119,             ,             ,             
660730064,SAHAI FAMILY CHARITABLE FOUNDATION                                    ,% HARDEO SAHAI                     ,7083 GAUDIER TEXIDOR               ,MAYAGUEZ              ,PR,00682-6617,"$10,751.00","$5,168.00",             
660199364,SAINT JOHNS SCHOOL                                                    ,                                   ,1454 AVE ASHFORD                   ,SAN JUAN              ,PR,00907-1542,"$25,536,317.00","$10,112,696.00","$9,857,128.00"
660710826,SALON LITERARIO LIBROAMERICA EN PUERTO RICO INC                       ,% CASA BIBLIOTECA CONCHA MELENDEZ  ,PO BOX 23345                       ,SAN JUAN              ,PR,00931-3345,"$143,021.00","$523,855.00","$523,855.00"
660622450,SALUD CENTRO CORP                                                     ,                                   ,PO BOX 6412                        ,SAN JUAN              ,PR,00914-6412,$69.00,$0.00,             
660329532,SALUD INTEGRAL EN LA MONTANA INC                                      ,                                   ,PO BOX 515                         ,NARANJITO             ,PR,00719-0515,"$30,992,570.00","$38,788,989.00","$38,788,989.00"
660484387,SAN AGUSTIN DEL COQUI INC                                             ,                                   ,PO BOX 25                          ,AGUAS BUENAS          ,PR,00703-0025,"$1,608,829.00","$516,823.00","$516,823.00"
660478668,SAN GERMAN MINISTRIES INC                                             ,% REV JOSEPH P CERRA               ,F11 5TH ST REPARTO UNIVERSIDAD     ,SAN GERMAN            ,PR,00683-0000,"$808,815.00","$52,143.00","$52,143.00"
660531105,SAN JORGE CHILDRENS FOUNDATION INC                                    ,                                   ,253 SAN JORGE BLDG II 4TH FL 253 SA,SAN JUAN              ,PR,00912-0000,"$661,402.00","$625,980.00","$625,980.00"
660526903,SAN JUAN COMMUNITY LIBRARY AT BUCAPLAA INC                            ,                                   ,PO BOX 3758                        ,GUAYNABO              ,PR,00970-3758,"$137,399.00","$130,049.00","$130,049.00"
660528601,SAN JUAN NEIGHBORHOOD HOUSING SERVICES CORPORATION                    ,                                   ,PO BOX 13926                       ,SAN JUAN              ,PR,00908-3926,"$1,390,425.00","$277,153.00","$277,153.00"
660666229,SANTUARIO DE ADORACION EL GOZO ETERNO                                 ,                                   ,PO BOX 43001                       ,RIO GRANDE            ,PR,00745-6600,             ,             ,             
582659784,SAPIENTIS INC                                                         ,% 18 MEZANINE                      ,800 R H TODD AVE PDA 18 COMERCIAL 1,SANTURCE              ,PR,00907-4830,"$297,550.00","$759,718.00","$759,718.00"
660550555,SAVE A GATO                                                           ,                                   ,55 CALLE CRUZ                      ,SAN JUAN              ,PR,00901-1303,"$4,469.00","$30,627.00","$30,627.00"
660646797,SAVE OUR BEACH S O B INC                                              ,% PAULA M CRANDALL                 ,PO BOX 889                         ,DORADO                ,PR,00646-0889,$0.00,$0.00,$0.00
660585141,SCOTTISH RITE CLINIC FOR CHILDHOOD LANGUAGE DISORDERS INC             ,% JOSEPH L MARTINEZ SUAREZ         ,PO BOX 362095                      ,SAN JUAN              ,PR,00936-2095,"$32,897.00","$20,016.00","$20,016.00"
660545118,SCUBA DOGS SOCIETY INC                                                ,% ALBERTO MARTI                    ,GARDENVILLE D-13 BUEN SAMARITANO   ,GUAYNABO              ,PR,00966-0000,"$58,707.00","$211,490.00","$211,490.00"
660585342,SECOND CHANCE ANIMAL RESCUE INC                                       ,                                   ,HC 1 BOX 3547                      ,VILLALBA              ,PR,00766-9784,"$7,018.00","$59,727.00","$59,727.00"
660444882,SECOND HARVEST OF PUERTO RICO INC                                     ,                                   ,PO BOX 2989                        ,BAYAMON               ,PR,00960-2989,"$1,608,737.00","$8,456,976.00","$8,456,976.00"
660330845,SECOND UNION CHURCH OF SAN JUAN                                       ,                                   ,2109 CALLE MILETO                  ,GUAYNABO              ,PR,00969-5060,             ,             ,             
660552800,SEGUNDA IGLESIA MONTE SINAI                                           ,% FRANCISCO QUINONES DAVILA        ,RR 12 BOX 1381                     ,BAYAMON               ,PR,00956-9447,             ,             ,             
660265077,SERVICE EMPLOYEES INTERNATIONAL UNION                                 ,% ROBERTO PAGAN                    ,1018 AVE PONCE DE LEON             ,SAN JUAN              ,PR,00925-2906,"$2,837,397.00","$3,546,970.00","$3,546,970.00"
660451708,SERVICIOS CIENTIFICOS Y TECNICOS INC                                  ,% NETTALI GARCIA MARTINEZ          ,RR 9 BOX 1722                      ,SAN JUAN              ,PR,00926-9736,"$273,422.00","$80,125.00","$80,125.00"
660553602,SERVICIOS COMUNITARIOS MANA INC                                       ,% CALLE VICTORIA                   ,PO BOX 330446                      ,PONCE                 ,PR,00733-0446,"$20,384.00","$110,363.00","$110,363.00"
660361755,SERVICIOS DE SALUD EN EL HOGAR EL NAZARENO INC BOX 594                ,                                   ,PO BOX 29492                       ,SAN JUAN              ,PR,00929-0492,"$893,188.00","$1,587,307.00","$1,587,307.00"
660426667,SERVICIOS DE SALUD PRIMARIOS DE                                       ,                                   ,PO BOX 2045                        ,BARCELONETA           ,PR,00617-2045,"$4,879,213.00","$9,522,098.00","$9,522,098.00"
660561027,SERVICIOS MEDICOS UNIVERSITARIOS INC                                  ,% SR RUBEN ELI MATOS DEPT FINANZAS ,CALL BOX 6021                      ,CAROLINA              ,PR,00984-0000,"$25,811,123.00","$52,218,127.00","$52,218,127.00"
651224424,SHEET METAL WORKERS INTERNATIONAL ASSOCIATION LOCAL UNION 41          ,% ALFREDO M MARI                   ,PO BOX 2397                        ,TOA BAJA              ,PR,00951-2397,"$89,633.00","$223,594.00","$223,594.00"
930800186,SIGMA THETA TAU INC                                                   ,% NURSING DEPT                     ,PO BOX 9000                        ,MAYAGUEZ              ,PR,00681-9000,$0.00,$0.00,$0.00
660326790,SILO MISION CRISTIANA INC                                             ,                                   ,PO BOX 1781                        ,VEGA BAJA             ,PR,00694-1781,"$1,085,389.00","$224,337.00","$224,337.00"
660683576,SILOH INC                                                             ,% MIGUEL A RODRIGUEZ               ,PO BOX 989                         ,GURABO                ,PR,00778-0989,"$4,740.00",$0.00,$0.00
660214789,SINDICATURA DEL FONDO DE BIENESTAR AICM-PRSSA                         ,% MARIO PAOLI ADMINISTRATOR        ,PO BOX 9020493                     ,SAN JUAN              ,PR,00902-0493,"$1,675,191.00","$897,395.00","$897,395.00"
660201206,SISTEMA UNIVERSITARIO ANA G MENDEZ                                    ,                                   ,PO BOX 21345                       ,SAN JUAN              ,PR,00928-1345,"$320,103,807.00","$307,328,411.00","$280,929,427.00"
660330313,SOCIEDAD BIBLICA DE PUERTO RICO E ISLAS VIRGENES INC                  ,                                   ,PO BOX 21095                       ,SAN JUAN              ,PR,00928-1095,"$1,507,843.00","$633,564.00","$353,567.00"
660207947,SOCIEDAD DE EDUCACION Y REHABILITACION SER DE P R                     ,                                   ,PO BOX 360325                      ,SAN JUAN              ,PR,00936-0325,"$2,510,949.00","$4,020,439.00","$2,690,930.00"
660432461,SOCIEDAD DE INVESTIGACION CIENTIFICA INC                              ,                                   ,PO BOX 33060                       ,SAN JUAN              ,PR,00933-3060,"$329,336.00","$544,071.00","$544,071.00"
660178704,SOCIEDAD ESPANOLA DE AUXILIO MUOT Y BENEFICENCIA DE PUERTO RICO       ,                                   ,PO BOX 191227                      ,SAN JUAN              ,PR,00919-1227,"$214,453,496.00","$27,812,011.00","$27,812,011.00"
660407147,SOCIEDAD IGLESIA MISSIONERA INTERNATIONAL                             ,                                   ,PO BOX 125                         ,FAJARDO               ,PR,00738-0125,$1.00,"$66,780.00","$66,780.00"
660588842,SOCIEDAD ORNITOLOGICA PUERTORRIQUENA INC                              ,                                   ,PO BOX 195166                      ,SAN JUAN              ,PR,00919-5166,"$41,632.00",$0.00,$0.00
660204707,SOCIEDAD PRO HOSPITAL DEL NINO                                        ,                                   ,PO BOX 2124                        ,SAN JUAN              ,PR,00922-2124,"$3,107,018.00","$4,862,540.00","$4,862,540.00"
660312587,SOCIEDAD PUERTORRIQUENA DE AYUDA AL PACIENTE CON EPILEPSIA            ,                                   ,1100 MARGINAL RUIZ SOLER           ,BAYAMON               ,PR,00961-7365,"$33,285.00","$287,424.00","$287,424.00"
660723251,SOLO POR HOY                                                          ,% BELINDA HILL                     ,URB ALTAMESA 1429 SAN IGNACIO      ,SAN JUAN              ,PR,00921-0000,"$14,108.00","$75,914.00","$75,914.00"
237247277,SOUTHEASTERN MENNONITE CONFERENCE INC                                 ,                                   ,HC 1 BOX 3321                      ,FLORIDA               ,PR,00650-9506,             ,             ,             
660390495,SOUTHERN EDUCATIONAL FUND INC                                         ,% FONDO EDUCATIVO DEL SUR INC      ,LA ALHAMBRA 1814 CALLE ALCAZAR     ,PONCE                 ,PR,00716-0000,"$796,338.00","$273,034.00","$273,034.00"
660320885,SOUTHWESTERN EDUCATIONAL SOCIETY INC                                  ,% SOUTWESTERN EDUCATIONAL SOCIETY  ,PO BOX 40                          ,MAYAGUEZ              ,PR,00681-0040,"$5,113,304.00","$3,093,123.00","$3,093,123.00"
660640534,SPECIAL CLINIC FOR BETTER HEALTH INC                                  ,% ERNESTO TOLEDO                   ,31-47 AVE MAIN URB SANTA ROSA 142  ,BAYAMON               ,PR,00959-6531,$0.00,$0.00,$0.00
660423489,SPINA BIFIDA & HIDROCEPHALUS ASSOCIATION OF PUERTO RICO INC           ,                                   ,PO BOX 8262                        ,BAYAMON               ,PR,00960-8262,"$302,142.00","$362,991.00","$362,991.00"
